student_id,gender,ssc_percentage,hsc_percentage,degree_percentage,cgpa,entrance_exam_score,technical_skill_score,soft_skill_score,internship_count,live_projects,work_experience_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status,salary_package_lpa
1398,Female,81,76,76,7.19,96,75,72,2,0,7,2,60,2,Yes,1,11.4
1399,Male,57,74,66,5.56,48,40,62,3,4,13,4,90,5,No,1,9.33
1400,Male,94,51,78,7.95,95,73,71,1,5,18,2,64,1,No,1,9.99
1401,Male,79,73,80,6.5,82,40,85,0,3,6,3,94,1,Yes,0,0.0
1402,Female,67,86,64,9.48,67,89,74,4,1,12,2,84,2,Yes,1,13.41
1403,Male,65,73,57,7.59,57,99,80,4,1,5,2,84,5,Yes,0,0.0
1404,Male,56,51,81,7.73,72,60,85,0,1,14,2,71,4,No,0,0.0
1405,Female,76,86,72,9.56,79,62,59,3,0,1,3,86,4,No,0,0.0
1406,Male,92,89,92,7.36,47,59,50,0,4,22,1,89,3,No,1,6.74
1407,Male,56,77,77,6.82,53,59,89,2,0,20,2,81,5,No,0,0.0
1408,Female,79,60,92,6.45,67,99,42,5,2,18,1,89,4,No,0,0.0
1409,Male,52,54,64,5.8,62,73,98,5,5,21,5,61,2,Yes,1,12.19
1410,Female,81,91,86,5.59,54,43,55,2,3,6,0,76,2,Yes,0,0.0
1411,Female,57,63,82,9.26,92,90,42,0,1,22,1,64,0,Yes,1,4.85
1412,Female,86,73,88,9.72,56,47,74,4,3,21,3,67,5,Yes,1,5.97
1413,Female,94,62,92,8.29,77,63,54,5,0,4,3,63,2,No,1,5.53
1414,Male,85,91,58,7.3,53,41,99,3,2,0,0,87,4,Yes,0,0.0
1415,Female,79,93,50,5.84,74,98,42,1,2,13,4,93,5,Yes,0,0.0
1416,Male,91,88,51,9.07,85,63,52,1,3,6,5,95,4,No,1,12.26
1417,Male,52,79,61,7.04,50,60,56,0,2,14,2,61,1,No,0,0.0
1418,Male,83,71,70,9.33,46,65,62,0,1,9,5,97,0,Yes,1,7.06
1419,Male,83,54,60,5.76,86,54,70,2,4,17,1,92,4,No,0,0.0
1420,Male,78,81,85,5.91,53,46,96,1,1,6,1,99,2,Yes,0,0.0
1421,Female,87,55,82,7.38,98,48,50,3,0,9,0,77,4,No,1,12.75
1422,Male,64,73,69,8.34,67,65,44,5,4,2,5,68,5,Yes,0,0.0
1423,Male,82,74,86,6.29,96,90,68,2,5,5,1,80,2,No,1,12.1
1424,Female,50,70,70,7.17,92,60,44,4,3,2,0,85,2,No,0,0.0
1425,Male,82,92,65,9.5,46,99,69,5,2,1,1,72,4,No,0,0.0
1426,Female,88,60,93,8.47,41,83,91,5,4,20,5,93,5,Yes,0,0.0
1427,Female,92,68,52,6.69,51,57,81,4,4,12,4,69,0,Yes,1,11.41
1428,Male,73,52,57,6.78,56,97,72,2,2,22,5,94,0,Yes,1,5.51
1429,Female,86,53,55,5.92,78,90,65,3,3,24,5,77,5,Yes,0,0.0
1430,Male,69,62,62,6.67,89,52,72,4,2,12,5,67,0,Yes,1,11.27
1431,Female,74,50,67,6.88,48,46,60,4,1,23,2,99,5,No,0,0.0
1432,Male,74,82,79,5.82,84,92,74,2,0,9,5,95,3,No,0,0.0
1433,Female,84,85,61,9.24,65,74,67,4,3,19,3,89,4,Yes,0,0.0
1434,Male,68,50,88,8.02,58,78,92,0,0,6,1,90,4,Yes,0,0.0
1435,Female,74,95,78,7.88,85,86,56,3,5,0,0,79,2,Yes,1,10.02
1436,Female,55,84,64,7.83,46,92,51,1,0,10,2,64,4,Yes,0,0.0
1437,Male,87,58,79,8.74,40,53,49,5,2,11,3,88,4,Yes,0,0.0
1438,Male,84,87,85,8.67,50,93,51,3,1,15,1,71,1,Yes,1,11.82
1439,Female,93,72,54,5.53,56,81,60,2,2,13,2,89,5,Yes,0,0.0
1440,Male,68,61,79,8.27,45,83,67,5,3,20,2,90,0,No,1,10.08
1441,Male,72,58,90,7.6,50,99,84,4,2,17,4,70,1,No,1,6.61
1442,Female,58,50,90,9.08,51,78,65,3,5,11,3,89,3,Yes,0,0.0
1443,Male,60,77,77,9.78,97,71,52,0,5,21,2,71,0,No,1,14.31
1444,Male,52,64,62,8.81,45,84,49,0,3,2,0,77,5,Yes,0,0.0
1445,Male,65,77,81,8.89,67,52,96,5,3,12,4,89,5,Yes,0,0.0
1446,Male,93,53,86,9.19,87,70,94,5,1,2,3,70,4,Yes,0,0.0
1447,Male,64,65,88,5.99,91,84,93,3,2,3,3,75,2,Yes,1,5.3
1448,Female,93,84,58,5.9,65,77,43,0,1,3,3,82,5,No,0,0.0
1449,Male,89,67,93,8.92,45,86,71,1,5,15,5,72,3,Yes,0,0.0
1450,Female,60,83,93,6.27,75,96,83,3,3,12,2,75,5,No,0,0.0
1451,Female,68,59,88,8.76,56,73,96,5,5,1,3,77,5,Yes,0,0.0
1452,Male,68,61,79,6.52,45,78,60,5,0,6,5,70,1,No,1,12.92
1453,Male,77,53,94,9.14,56,58,47,5,5,13,3,97,1,Yes,0,0.0
1454,Male,88,67,85,8.55,47,77,52,0,1,5,5,76,0,Yes,1,10.28
1455,Male,71,89,52,8.92,73,65,86,3,4,19,1,79,4,Yes,0,0.0
1456,Female,70,71,62,9.11,82,64,85,1,3,23,4,85,3,No,0,0.0
1457,Male,55,89,85,6.75,72,87,81,0,4,14,0,84,0,Yes,1,12.79
1458,Female,74,89,92,8.4,54,56,74,1,2,5,3,90,3,Yes,0,0.0
1459,Female,53,73,55,8.59,51,47,76,3,0,10,5,89,2,Yes,1,3.61
1460,Female,66,95,55,6.08,75,47,93,4,1,15,1,80,1,No,1,9.99
1461,Female,69,73,62,6.64,86,81,40,0,0,17,2,64,3,No,0,0.0
1462,Male,88,55,82,8.53,83,76,60,0,2,13,3,72,0,Yes,1,4.25
1463,Male,68,65,90,8.16,49,72,80,1,2,14,0,71,3,No,0,0.0
1464,Female,86,95,62,7.19,69,67,62,2,0,15,2,75,0,No,1,14.51
1465,Female,94,68,82,8.95,76,41,75,4,1,12,0,91,4,Yes,0,0.0
1466,Male,77,84,70,7.14,68,83,73,5,5,3,3,74,5,No,0,0.0
1467,Male,60,83,64,8.58,69,40,61,0,0,3,4,80,3,Yes,1,10.91
1468,Male,91,77,50,7.41,89,51,61,2,0,22,3,65,4,Yes,0,0.0
1469,Male,70,90,59,9.35,40,53,61,1,3,3,5,86,3,Yes,0,0.0
1470,Male,75,55,69,8.8,56,75,88,3,5,19,3,68,0,Yes,1,3.12
1471,Male,58,95,54,5.91,76,66,88,0,4,24,2,75,4,Yes,0,0.0
1472,Female,65,67,76,9.58,85,53,56,5,3,6,3,61,5,No,0,0.0
1473,Male,66,94,59,8.88,93,56,64,4,4,19,0,75,2,No,0,0.0
1474,Female,61,83,59,8.77,53,60,53,2,0,5,5,71,2,No,0,0.0
1475,Male,75,50,64,7.14,71,45,76,3,0,23,4,88,0,Yes,1,14.45
1476,Female,51,70,77,5.55,65,65,45,4,2,5,4,88,0,No,1,9.45
1477,Male,93,63,59,6.53,57,48,92,3,2,24,0,92,5,Yes,1,9.43
1478,Female,69,60,63,6.37,46,72,67,4,3,8,0,81,3,Yes,0,0.0
1479,Female,77,74,64,8.87,49,60,72,3,3,16,4,61,0,No,1,5.47
1480,Female,84,51,54,5.86,49,86,45,3,3,18,1,63,2,No,0,0.0
1481,Male,79,86,82,8.24,42,58,97,1,4,16,4,99,3,No,0,0.0
1482,Female,62,84,70,5.66,57,45,63,3,4,6,5,71,1,Yes,0,0.0
1483,Male,95,52,92,6.34,69,89,81,0,2,13,0,67,2,Yes,0,0.0
1484,Male,87,56,80,7.44,88,46,77,4,5,2,4,91,5,Yes,0,0.0
1485,Female,56,88,92,9.74,80,95,48,3,1,16,4,60,2,No,1,13.72
1486,Male,52,74,67,9.24,65,64,71,3,1,22,1,65,3,Yes,0,0.0
1487,Male,62,77,65,8.83,91,40,84,0,4,13,2,96,0,No,1,3.28
1488,Male,86,95,69,9.43,53,96,97,1,3,8,4,92,3,No,0,0.0
1489,Male,58,51,58,7.06,58,72,43,2,1,15,3,96,2,Yes,0,0.0
1490,Female,50,74,57,8.47,82,42,73,5,0,5,2,87,4,Yes,0,0.0
1491,Female,83,69,95,8.28,95,80,57,4,1,8,2,80,4,Yes,1,13.82
1492,Female,89,73,87,8.16,74,76,65,0,1,23,3,67,1,No,1,9.78
1493,Male,92,68,76,7.71,88,93,84,2,1,20,3,92,4,No,0,0.0
1494,Male,67,86,72,5.8,61,53,93,5,2,22,1,79,5,Yes,0,0.0
1495,Female,77,84,90,9.24,46,60,78,2,3,17,4,82,4,No,0,0.0
1496,Female,93,81,63,7.8,98,91,50,1,3,20,1,68,1,No,1,3.44
1497,Female,84,81,69,8.6,63,56,40,0,1,20,4,90,4,Yes,0,0.0
1498,Female,92,50,67,6.52,89,44,49,4,1,20,4,88,0,No,0,0.0
1499,Male,94,89,50,7.51,84,46,93,2,0,6,4,67,2,No,1,14.87
1500,Female,84,84,55,9.21,76,60,65,1,4,12,0,92,5,No,0,0.0
1501,Male,87,84,87,6.09,71,90,77,5,2,18,3,91,0,Yes,1,10.46
1502,Female,74,90,69,8.21,68,61,66,0,2,17,3,90,5,Yes,0,0.0
1503,Female,79,87,56,9.29,55,92,50,1,1,24,0,82,1,No,1,5.67
1504,Male,84,59,62,7.05,81,54,97,3,0,17,4,96,0,Yes,1,5.97
1505,Male,69,94,59,6.92,87,48,48,1,4,7,0,87,0,Yes,0,0.0
1506,Male,72,91,78,7.61,51,61,61,1,5,1,2,65,1,No,0,0.0
1507,Female,62,72,76,9.1,61,68,40,1,5,0,1,69,2,Yes,0,0.0
1508,Female,88,87,90,8.0,77,41,46,3,0,3,0,67,5,Yes,1,7.48
1509,Female,67,80,50,7.03,90,77,60,0,5,9,4,96,4,Yes,0,0.0
1510,Female,72,81,75,8.57,60,51,40,4,1,10,4,92,3,Yes,0,0.0
1511,Female,94,91,58,8.4,73,69,46,2,0,16,5,67,1,Yes,1,8.06
1512,Male,54,61,52,9.35,45,97,64,5,1,4,2,98,4,No,0,0.0
1513,Male,56,94,51,6.34,44,53,80,0,3,11,4,70,2,No,0,0.0
1514,Male,56,95,91,9.59,99,63,62,0,1,4,5,60,2,Yes,1,3.01
1515,Male,66,90,86,9.16,44,59,66,4,3,13,2,77,2,Yes,1,13.49
1516,Male,79,88,73,5.85,81,64,85,3,3,0,3,93,5,Yes,0,0.0
1517,Male,87,56,95,5.57,97,94,66,2,4,18,0,93,3,Yes,0,0.0
1518,Male,50,76,60,9.48,54,75,74,5,5,0,4,94,1,Yes,1,9.36
1519,Male,58,55,86,8.86,44,73,59,0,2,3,1,63,1,No,1,8.8
1520,Male,84,80,64,5.61,64,43,86,4,3,15,3,94,4,No,0,0.0
1521,Male,87,70,57,7.81,97,92,43,1,2,12,4,73,1,Yes,1,4.31
1522,Male,65,95,85,7.13,57,78,90,0,3,6,3,85,5,No,0,0.0
1523,Female,70,76,51,9.19,64,91,56,2,5,10,1,62,0,Yes,1,3.69
1524,Female,50,62,64,7.17,80,71,84,5,2,6,1,76,1,Yes,0,0.0
1525,Male,51,75,77,7.49,68,94,81,0,3,14,1,85,4,Yes,0,0.0
1526,Female,62,69,83,8.74,79,75,57,5,4,9,1,60,3,Yes,1,6.77
1527,Female,61,89,78,6.02,96,55,83,0,3,13,3,60,5,No,0,0.0
1528,Female,66,77,73,8.85,56,74,54,0,1,23,3,96,3,No,0,0.0
1529,Male,76,68,92,9.7,92,60,96,3,3,2,3,84,2,Yes,1,14.08
1530,Male,70,88,59,8.22,48,49,61,5,3,18,4,63,1,Yes,1,13.01
1531,Male,65,54,59,8.21,47,62,90,1,4,5,0,74,0,No,1,14.78
1532,Male,65,84,76,7.11,67,51,75,0,4,21,4,74,0,Yes,0,0.0
1533,Female,92,51,86,7.84,78,75,94,5,0,22,2,83,4,Yes,0,0.0
1534,Male,56,63,50,5.67,91,83,95,0,3,12,5,60,2,No,1,10.73
1535,Male,75,78,61,7.69,86,89,43,4,4,4,3,86,0,No,1,11.41
1536,Male,69,59,63,9.02,86,41,71,3,2,2,2,91,3,No,0,0.0
1537,Male,57,84,61,8.99,68,65,99,5,3,5,0,73,2,Yes,1,3.16
1538,Female,65,78,63,6.64,80,71,66,1,5,20,0,85,1,No,0,0.0
1539,Male,60,77,51,7.18,53,96,60,4,0,2,3,74,0,Yes,1,8.99
1540,Male,67,82,69,9.22,54,81,96,3,3,7,4,85,5,No,0,0.0
1541,Male,57,53,71,6.21,74,40,80,5,0,9,2,63,2,Yes,0,0.0
1542,Female,95,71,55,8.57,69,75,45,2,1,6,4,84,3,Yes,0,0.0
1543,Male,61,89,94,7.28,71,80,43,4,0,11,1,82,1,Yes,0,0.0
1544,Male,73,78,84,8.68,64,56,80,5,4,2,0,65,5,No,0,0.0
1545,Male,93,61,81,7.31,59,74,76,3,3,24,4,70,5,Yes,0,0.0
1546,Female,60,62,57,6.56,50,63,76,3,2,19,1,79,2,Yes,0,0.0
1547,Female,66,77,77,9.68,89,73,61,3,3,17,4,86,3,Yes,1,12.17
1548,Male,80,65,67,7.33,78,42,67,0,1,8,0,99,0,Yes,1,10.34
1549,Male,84,58,90,7.71,97,95,88,5,0,24,3,70,3,Yes,0,0.0
1550,Female,85,61,88,8.37,77,61,89,5,5,22,1,61,3,Yes,0,0.0
1551,Male,94,66,61,9.31,46,43,76,1,3,23,5,69,2,No,1,5.55
1552,Female,88,67,52,9.31,49,65,61,3,4,10,5,87,5,Yes,0,0.0
1553,Female,71,93,66,8.97,54,55,79,1,4,23,3,80,0,Yes,1,13.29
1554,Female,90,56,61,9.5,68,62,47,3,4,18,2,62,5,Yes,0,0.0
1555,Female,59,89,74,7.76,65,42,60,2,5,15,4,93,4,Yes,0,0.0
1556,Female,93,57,93,7.41,63,43,88,1,1,19,1,63,0,No,0,0.0
1557,Female,70,82,75,6.42,57,92,77,1,3,11,3,79,5,Yes,0,0.0
1558,Female,63,78,68,9.65,56,85,47,2,4,18,1,83,0,Yes,1,4.35
1559,Male,88,83,74,6.37,44,42,78,1,2,10,0,61,4,No,0,0.0
1560,Male,84,83,80,8.77,95,63,75,1,1,11,4,81,3,No,1,5.94
1561,Female,92,87,62,9.31,77,87,81,2,0,15,5,63,1,Yes,1,12.54
1562,Male,77,73,77,7.81,51,97,62,4,1,9,5,74,4,Yes,0,0.0
1563,Female,74,73,56,9.44,59,51,84,1,3,9,1,80,3,No,0,0.0
1564,Female,86,84,76,7.16,88,58,76,1,5,12,3,75,3,No,0,0.0
1565,Male,90,59,72,7.46,79,74,59,0,2,18,3,75,5,No,0,0.0
1566,Female,58,66,67,7.65,87,52,62,1,5,0,0,68,2,Yes,0,0.0
1567,Female,91,81,66,5.58,82,51,77,3,4,20,2,71,1,Yes,0,0.0
1568,Female,69,68,55,9.54,46,90,44,5,3,14,3,93,1,No,0,0.0
1569,Male,50,64,63,6.34,71,78,66,2,3,17,1,96,0,No,1,3.34
1570,Female,79,78,87,8.03,69,76,91,2,3,8,5,85,1,No,1,8.28
1571,Male,86,64,89,8.75,43,74,54,1,3,10,4,76,1,Yes,1,7.31
1572,Female,95,65,75,7.08,68,64,72,1,5,7,1,93,1,Yes,0,0.0
1573,Female,60,89,52,7.42,68,59,89,1,0,18,4,70,0,No,1,8.46
1574,Male,86,52,94,7.43,95,47,54,5,5,8,4,78,1,Yes,0,0.0
1575,Male,80,62,67,7.76,41,49,85,0,5,2,1,71,0,Yes,0,0.0
1576,Female,80,72,92,9.47,58,76,67,2,5,22,0,86,1,No,0,0.0
1577,Male,89,59,58,7.99,55,80,81,4,3,5,2,79,2,Yes,1,12.51
1578,Male,66,66,91,9.44,99,74,72,4,2,13,4,62,5,No,0,0.0
1579,Female,90,52,52,9.42,88,93,92,5,4,9,4,89,5,No,0,0.0
1580,Female,72,85,54,8.21,67,49,53,4,2,12,3,94,2,No,0,0.0
1581,Female,75,89,89,7.43,60,57,56,5,2,3,2,80,1,No,0,0.0
1582,Male,69,57,71,9.11,73,59,79,4,4,20,4,73,5,Yes,0,0.0
1583,Female,83,50,91,8.08,96,96,59,5,0,23,3,92,4,Yes,0,0.0
1584,Female,57,63,54,6.82,88,57,98,5,3,22,4,91,4,Yes,0,0.0
1585,Male,62,83,61,8.51,70,74,43,3,0,11,1,67,0,No,1,14.35
1586,Male,86,93,58,6.14,89,82,44,3,3,0,0,85,0,Yes,0,0.0
1587,Female,82,55,57,6.1,73,69,99,4,2,14,3,96,3,No,0,0.0
1588,Female,73,82,63,6.98,56,70,61,0,0,7,2,98,3,Yes,0,0.0
1589,Male,90,66,95,8.75,49,70,55,2,0,3,4,77,5,Yes,0,0.0
1590,Female,76,53,52,8.72,71,68,55,1,3,10,4,61,4,No,0,0.0
1591,Female,78,66,58,8.89,84,74,92,4,2,23,4,70,1,No,1,14.61
1592,Female,56,90,59,9.66,87,74,43,1,5,19,5,81,0,No,1,6.32
1593,Female,78,62,60,9.69,82,81,81,1,5,7,3,85,2,No,1,5.48
1594,Male,72,68,84,7.8,68,73,83,5,4,16,1,73,3,Yes,0,0.0
1595,Female,74,52,93,6.25,99,48,72,2,0,11,5,98,2,Yes,0,0.0
1596,Male,89,88,56,5.62,82,99,51,3,5,15,5,99,4,No,1,9.81
1597,Male,59,67,94,8.96,79,43,95,2,4,8,1,65,0,Yes,1,5.11
1598,Male,93,84,87,9.53,97,83,96,1,5,7,2,98,0,Yes,1,5.63
1599,Male,93,81,90,6.38,94,93,60,1,4,1,3,69,4,No,0,0.0
1600,Female,78,70,91,6.53,49,94,92,0,4,23,4,71,4,Yes,0,0.0
1601,Male,71,93,58,9.61,96,92,95,4,2,22,4,80,4,Yes,1,3.94
1602,Male,93,92,69,6.28,43,87,99,0,1,5,4,79,4,No,0,0.0
1603,Female,63,58,59,7.5,91,66,92,0,2,8,4,88,2,Yes,0,0.0
1604,Female,69,72,66,6.79,61,41,98,3,0,21,3,68,0,Yes,1,5.86
1605,Male,83,63,51,8.36,52,60,57,0,2,3,3,68,5,Yes,1,4.88
1606,Female,78,64,69,9.52,50,74,53,1,2,22,3,99,5,Yes,0,0.0
1607,Male,74,51,95,5.77,41,46,47,3,5,0,3,75,0,No,0,0.0
1608,Male,86,72,65,9.08,66,59,50,0,1,10,3,60,2,Yes,0,0.0
1609,Female,69,92,74,9.75,49,95,91,1,0,10,3,96,0,No,1,8.03
1610,Female,70,73,83,6.71,64,94,87,0,5,1,0,91,2,Yes,1,10.61
1611,Male,76,72,65,7.41,92,78,48,1,4,15,3,71,1,No,0,0.0
1612,Female,88,71,72,5.58,84,91,92,1,4,0,2,67,0,No,1,12.13
1613,Female,65,65,51,7.74,55,87,96,0,0,8,3,69,1,Yes,1,11.27
1614,Male,64,83,65,9.61,82,70,90,4,3,4,3,82,0,No,1,14.99
1615,Male,84,72,88,8.46,63,78,88,0,2,16,4,68,1,Yes,1,6.39
1616,Male,82,87,92,8.08,63,66,75,4,2,9,2,60,1,No,1,10.08
1617,Female,93,71,69,8.72,75,56,62,3,2,21,1,68,0,No,1,10.38
1618,Male,91,94,61,9.39,56,77,85,2,0,3,2,95,2,No,1,3.22
1619,Female,60,65,50,7.41,47,75,87,1,2,8,3,61,3,No,0,0.0
1620,Female,94,53,76,5.87,49,58,77,2,4,6,5,80,3,No,1,10.59
1621,Male,78,50,79,5.58,55,93,52,3,1,24,2,68,4,Yes,0,0.0
1622,Female,71,58,59,6.24,75,88,84,4,3,0,1,96,5,No,1,4.38
1623,Male,66,66,73,8.33,74,93,76,1,2,15,5,78,4,No,1,14.08
1624,Female,54,70,69,7.46,88,66,61,3,5,16,1,87,5,No,0,0.0
1625,Female,73,71,52,9.74,64,47,60,5,4,24,1,68,0,Yes,1,5.34
1626,Male,66,67,89,8.65,93,41,57,1,2,24,3,72,5,No,0,0.0
1627,Male,73,86,74,7.39,70,92,43,5,1,20,4,62,1,No,1,7.33
1628,Male,52,60,73,8.46,44,70,80,4,1,18,4,82,1,Yes,0,0.0
1629,Female,50,86,89,6.14,76,97,83,4,5,0,2,78,2,No,1,13.22
1630,Female,62,73,64,8.06,55,55,90,1,3,21,1,97,2,No,1,10.35
1631,Male,53,66,52,9.06,62,70,91,2,3,22,2,73,0,Yes,0,0.0
1632,Female,72,87,61,8.75,79,84,49,5,0,2,1,95,2,No,1,9.44
1633,Male,70,69,72,7.86,58,52,77,4,4,16,1,61,0,No,1,7.25
1634,Male,83,66,73,9.6,85,55,64,3,4,14,1,78,5,No,0,0.0
1635,Female,59,70,89,6.48,93,41,79,0,1,1,3,76,1,Yes,0,0.0
1636,Female,85,91,62,8.64,96,85,48,5,0,18,4,85,4,No,0,0.0
1637,Male,68,63,65,5.67,81,82,50,5,2,12,2,62,1,Yes,0,0.0
1638,Female,87,80,61,8.26,46,99,44,2,3,0,2,64,4,Yes,0,0.0
1639,Female,61,51,62,6.55,82,49,80,1,2,14,4,81,4,No,0,0.0
1640,Male,94,66,62,7.9,68,61,63,3,3,16,4,78,1,No,1,3.47
1641,Female,54,80,78,7.98,79,57,61,0,5,15,0,99,1,No,0,0.0
1642,Female,74,84,67,7.43,74,61,57,2,3,17,0,79,0,No,0,0.0
1643,Female,66,67,83,9.23,70,88,56,4,5,4,0,79,1,No,1,8.21
1644,Female,77,85,92,6.43,53,52,92,5,0,9,1,93,3,Yes,0,0.0
1645,Male,71,77,54,8.5,66,43,44,2,1,9,0,97,4,Yes,0,0.0
1646,Female,58,72,52,8.92,56,73,89,4,0,19,5,90,2,No,1,9.28
1647,Female,65,82,84,5.91,88,74,46,2,0,19,0,76,1,No,0,0.0
1648,Female,55,55,92,6.58,76,71,62,0,2,7,4,86,2,No,0,0.0
1649,Male,85,57,88,7.51,58,75,80,3,0,6,3,79,0,Yes,1,5.14
1650,Male,80,87,54,9.5,76,83,72,1,4,19,4,70,1,No,0,0.0
1651,Female,72,55,67,6.54,45,49,64,3,4,8,5,67,2,No,0,0.0
1652,Male,81,63,54,8.96,60,85,77,3,1,14,5,77,2,Yes,1,8.42
1653,Male,59,57,60,7.72,94,55,55,5,4,22,1,83,2,No,0,0.0
1654,Male,62,81,93,5.7,44,48,81,4,4,19,3,79,0,No,1,4.91
1655,Female,67,75,59,8.77,47,52,61,1,0,22,0,63,2,Yes,0,0.0
1656,Female,59,53,59,9.78,92,84,48,2,2,9,0,66,0,Yes,1,4.15
1657,Female,69,65,90,9.23,43,68,79,3,3,6,0,64,0,No,1,11.81
1658,Male,73,56,51,5.96,93,94,79,5,1,6,4,99,0,Yes,0,0.0
1659,Female,82,94,53,5.91,86,73,88,0,5,14,3,60,2,Yes,1,11.12
1660,Male,83,75,52,5.88,87,45,95,1,2,20,0,72,3,No,1,5.61
1661,Male,89,84,60,6.74,51,64,55,3,1,4,0,70,0,No,0,0.0
1662,Female,72,91,77,8.83,76,56,42,1,1,0,4,89,0,Yes,1,12.98
1663,Female,91,71,55,5.55,56,85,46,2,4,22,3,79,1,No,0,0.0
1664,Female,95,86,81,9.03,92,47,67,2,2,20,5,83,4,Yes,0,0.0
1665,Female,94,73,52,6.5,89,97,85,4,0,20,5,72,3,No,0,0.0
1666,Female,75,75,56,9.13,65,44,56,4,4,21,1,62,1,No,0,0.0
1667,Female,95,63,73,6.35,77,80,76,2,2,22,3,62,1,No,1,13.77
1668,Female,70,78,64,5.61,94,72,83,3,4,12,3,87,2,No,1,14.16
1669,Male,77,94,72,7.44,76,67,69,0,3,7,5,89,4,Yes,0,0.0
1670,Female,79,51,87,5.66,59,69,70,0,3,10,3,97,0,Yes,0,0.0
1671,Female,71,56,94,9.19,88,60,65,0,5,2,3,81,0,No,1,12.68
1672,Male,70,68,50,6.94,71,75,49,2,3,19,2,97,2,Yes,0,0.0
1673,Male,72,71,55,9.39,86,88,49,3,0,21,4,77,4,Yes,0,0.0
1674,Male,64,86,62,6.28,57,74,89,1,5,11,3,66,3,Yes,0,0.0
1675,Male,69,93,50,8.04,87,85,84,4,1,4,4,82,2,No,1,13.12
1676,Male,51,69,83,5.81,64,49,70,2,1,5,2,62,1,No,0,0.0
1677,Male,91,76,57,8.83,92,46,85,4,3,8,4,64,2,Yes,1,5.76
1678,Male,88,61,93,7.9,59,81,64,1,5,22,3,76,2,Yes,1,9.15
1679,Male,78,89,69,9.04,74,96,72,3,1,2,3,72,1,Yes,1,11.93
1680,Male,53,95,61,5.79,93,93,73,4,1,2,4,84,3,Yes,1,11.93
1681,Female,74,85,87,8.03,77,98,90,2,3,12,0,61,3,No,0,0.0
1682,Male,76,66,89,8.68,66,80,82,1,4,8,5,94,4,No,1,9.91
1683,Male,69,80,60,9.19,53,55,68,5,1,10,1,80,3,No,0,0.0
1684,Male,75,87,79,8.26,96,49,80,3,3,0,2,78,1,No,1,7.24
1685,Male,52,54,64,7.0,83,80,61,3,1,16,5,95,4,Yes,0,0.0
1686,Male,82,70,58,7.93,59,59,71,2,3,13,0,77,1,Yes,0,0.0
1687,Male,73,50,73,8.53,75,69,45,2,0,22,3,89,5,Yes,0,0.0
1688,Male,81,69,77,7.9,68,71,59,3,4,13,3,64,4,No,0,0.0
1689,Female,70,54,52,9.69,97,77,46,3,3,23,0,68,1,No,1,3.54
1690,Male,75,88,94,6.52,96,74,52,2,4,23,5,66,3,Yes,0,0.0
1691,Female,72,90,71,7.6,53,69,87,2,3,3,4,98,0,Yes,0,0.0
1692,Male,86,60,50,9.7,40,58,70,5,1,15,5,75,0,Yes,1,11.65
1693,Female,95,79,93,9.2,86,48,63,0,5,17,3,66,4,No,0,0.0
1694,Male,88,62,90,9.7,55,41,82,2,4,1,4,78,0,Yes,1,10.23
1695,Male,74,54,73,7.78,60,64,76,4,1,7,0,66,3,No,0,0.0
1696,Female,68,72,53,9.56,55,45,66,0,3,10,4,87,1,Yes,1,14.53
1697,Female,51,55,82,6.32,85,84,48,2,3,1,5,94,5,No,0,0.0
1698,Female,76,76,71,7.14,62,72,79,0,5,0,0,72,2,Yes,0,0.0
1699,Female,50,80,65,9.49,87,89,68,2,4,2,1,66,3,No,0,0.0
1700,Female,59,76,82,8.6,50,68,51,5,0,20,2,67,1,Yes,1,9.72
1701,Male,73,54,55,5.65,58,68,96,2,0,6,0,75,2,No,1,8.04
1702,Female,67,62,73,8.21,96,45,74,4,1,11,2,65,2,No,1,13.59
1703,Female,64,79,57,7.66,75,57,62,4,4,12,3,93,0,Yes,1,4.89
1704,Female,67,65,69,8.91,85,95,87,2,4,11,3,88,5,Yes,0,0.0
1705,Female,73,90,83,9.67,93,98,99,5,5,5,3,65,0,No,1,9.63
1706,Female,88,51,82,7.23,55,98,74,0,1,13,5,81,5,Yes,0,0.0
1707,Male,60,72,91,9.27,70,68,57,2,5,16,3,76,1,No,1,8.12
1708,Male,72,71,82,5.78,98,65,75,2,4,21,0,67,1,No,0,0.0
1709,Male,61,81,79,6.72,52,51,77,5,1,14,4,65,4,Yes,0,0.0
1710,Female,51,80,87,6.33,81,52,65,3,3,17,0,71,1,Yes,0,0.0
1711,Male,83,85,64,8.95,64,93,53,4,1,20,1,93,3,No,0,0.0
1712,Male,58,68,67,8.15,46,85,59,5,0,10,2,60,1,Yes,1,8.97
1713,Female,66,66,54,8.03,80,70,89,3,2,7,2,95,3,No,0,0.0
1714,Male,50,64,57,8.77,72,44,69,1,3,5,0,86,0,No,0,0.0
1715,Female,78,78,66,6.15,73,62,58,4,4,17,5,90,3,No,0,0.0
1716,Male,82,69,80,5.5,63,68,93,4,4,18,4,99,4,Yes,0,0.0
1717,Male,64,70,65,5.91,46,42,49,5,3,17,3,76,0,Yes,0,0.0
1718,Female,90,63,54,6.18,81,60,59,3,2,23,0,92,5,Yes,0,0.0
1719,Female,85,87,91,6.79,47,97,96,2,1,0,3,92,1,Yes,0,0.0
